,id,chiral?,enantiomer,
668,0013002010,yes,0012013000,,,,,
669,0020031100,yes,0021100030,,,,,
670,0010100320,yes,0010320100,,,,,
671,0101203000,yes,0103001200,,,,,
672,0000021031,yes,0001030021,,,,,
673,0021001003,no,,,,,,
674,0000012031,yes,0002030011,,,,,
675,0000012301,yes,0002300011,,,,,
676,0001032001,yes,0002001031,,,,,
677,0003010201,yes,0000203011,,,,,
678,0000123010,yes,0003010120,,,,,
679,0000100321,yes,0000320101,,,,,
680,0012100300,yes,0010302100,,,,,
681,0002311000,yes,0001002310,,,,,
682,0001103200,yes,0003201100,,,,,
683,0112003000,yes,0113002000,,,,,
684,0100203100,yes,0103100200,,,,,
685,0001030210,yes,0000211030,,,,,
686,0010120300,yes,0010300120,,,,,
687,0003102010,yes,0002013100,,,,,
688,0001000132,yes,0000131002,,,,,
689,0030110200,yes,0030200110,,,,,
690,0030102010,yes,0032010100,,,,,
691,0002310100,yes,0000102310,,,,,
692,0001000213,yes,0000211003,,,,,
693,1002003001,yes,1003002001,,,,,
694,0100100302,no,,,,,,
695,1001002300,no,,,,,,
696,0010310020,yes,0010020310,,,,,
697,0000213001,yes,0003000211,,,,,
698,0002130010,yes,0000012130,,,,,
699,0010300201,yes,0010200301,,,,,
700,0011000320,yes,0010321000,,,,,
701,0011000023,yes,0010021003,,,,,
702,0000121030,yes,0001030120,,,,,
703,0001002301,yes,0002301001,,,,,
